well	radius	gfp	pi	viability	thresh	norm	date
184.0	36.51613294612314	4836.35	2049.212	0.45951638832725517	0.08405443209779055	0.5899034659615744	D1
185.0	38.21847265653494	5388.914	964.666	0.6950741144875132	0.05130446588164734	0.44177541540808124	D1
186.0	33.21629937833824	5810.6934	1989.6243	0.29144576406355205	0.07391313661038001	0.4286640478414566	D1
187.0	29.495583757538064	2502.5527	776.1027	0.3755139610179352	0.07012315996521404	0.28576651452087054	D1
187.0	34.17813279222976	3626.9333	1627.3491	0.22696496996009063	0.07012315996521404	0.28576651452087054	D1
188.0	35.95384165126735	4403.2646	2333.766	0.3050169942517572	0.08006522600473263	0.4388066224939929	D1
189.0	37.962497188619906	6018.0728	3024.4165	0.307622444551492	0.09259587657104071	0.4720070379441391	D1
190.0	35.31413315177109	4402.618	1902.202	0.25432018988799476	0.0692138708912534	0.3723932760360428	D1
191.0	34.3899584365823	3221.9114	1350.555	0.25547608320497306	0.052899153896758505	0.2887664942866816	D1
192.0	36.81324062750779	5635.059	1217.8193	0.3564138120582273	0.051079347072112626	0.29434930294035916	D1
193.0	38.6157993262794	4133.874	1800.4006	0.3126981625516031	0.06262826053512982	0.33153487546649446	D1
194.0	37.52960314946323	5445.855	1438.7009	0.5648294017681159	0.06574193437391604	0.46495593905166505	D1
194.0	0.0	57.08178	102.73007	0.2979523470796167	0.06574193437391604	0.46495593905166505	D1
195.0	36.81506717942672	5630.85	2325.4548	0.3348564012966344	0.08083006014452213	0.45168425236803633	D1
196.0	38.39401313863365	5663.5737	2576.8801	0.4958661111449585	0.09814513431442667	0.677297225750544	D1
197.0	37.893353528638514	4949.871	2461.9963	0.4018206197700639	0.08983689379252678	0.5814728031802292	D1
198.0	36.43870958758843	6333.8716	3782.903	0.2714724382010707	0.11986880775011205	0.6452501092140904	D1
199.0	37.0789648025405	7220.544	3088.6914	0.277252439606672	0.09801510345233587	0.5195493572562601	D1
200.0	37.55467900985145	6049.8447	3226.597	0.29868750645113284	0.10553402783723954	0.5920260068373328	D1
201.0	36.745594378143096	6212.8467	3105.8054	0.326356083485586	0.10119775732784843	0.5601347953501059	D1
202.0	39.40014028341444	6265.986	4292.7114	0.2942389578546363	0.12700440989683956	0.6328395347408189	D1
203.0	35.95945198783131	5199.5103	3504.5703	0.27544610928887514	0.11846371028775692	0.6789767690469151	D1
204.0	36.88805509243078	4991.876	4784.1055	0.17970581813514308	0.1301323545328122	0.5527719554029359	D1
204.0	6.341237430256244	75.611465	23.841858	0.9453308880715904	0.1301323545328122	0.5527719554029359	D1
